cs,en,source,source_id,scheme,sub,theme,placed_by,same_as_count
Hongkong,Hong Kong,amcr,HES-001277,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Indie,India,amcr,HES-001340,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Indonésie,Indonesia,amcr,HES-001199,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Irsko,Ireland,amcr,HES-001344,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Irák,Iraq,amcr,HES-001260,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Island,Iceland,amcr,HES-001278,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Itálie,Italy,amcr,HES-001319,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Izrael,Israel,amcr,HES-001320,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Jamajka,Jamaica,amcr,HES-001245,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Japonsko,Japan,amcr,HES-001353,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Jemen,Yemen,amcr,HES-001313,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Jersey,Jersey,amcr,HES-001364,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Jižní Afrika,South Africa,amcr,HES-001381,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Jižní Georgie a Jižní Sandwichovy ostrovy,South Georgia and the South Sandwich Islands,amcr,HES-001382,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Jižní Súdán,South Sudan,amcr,HES-001318,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Jordánsko,Jordan,amcr,HES-001383,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Kajmanské ostrovy,Cayman Islands (the),amcr,HES-001345,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Kambodža,Cambodia,amcr,HES-001291,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Kamerun,Cameroon,amcr,HES-001292,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Kanada,Canada,amcr,HES-001293,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Kapverdy,Cape Verde,amcr,HES-001343,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Katar,Qatar,amcr,HES-001286,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Kazachstán,Kazakhstan,amcr,HES-001316,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Keňa,Kenya,amcr,HES-001398,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Kiribati,Kiribati,amcr,HES-001233,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Kokosové (Keelingovy) ostrovy,Cocos (Keeling) Islands (the),amcr,HES-001259,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Kolumbie,Colombia,amcr,HES-001284,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Komory,Comoros (the),amcr,HES-001384,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Konžská demokratická republika,Congo (the Democratic Republic of the),amcr,HES-001251,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Konžská republika,Congo (the),amcr,HES-001385,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Korejská lidově demokratická republika,Korea (the Democratic People's Republic of),amcr,HES-001373,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Korejská republika,Korea (the Republic of),amcr,HES-001225,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Kosovo,Kosovo,amcr,HES-001200,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Kostarika,Costa Rica,amcr,HES-001271,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Kuba,Cuba,amcr,HES-001234,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Kuvajt,Kuwait,amcr,HES-001201,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Kypr,Cyprus,amcr,HES-001237,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Kyrgyzstán,Kyrgyzstan,amcr,HES-001297,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Laos,Lao People's Democratic Republic (the),amcr,HES-001298,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Lesotho,Lesotho,amcr,HES-001299,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Libanon,Lebanon,amcr,HES-001239,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Libye,Libya,amcr,HES-001308,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Libérie,Liberia,amcr,HES-001314,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Lichtenštejnsko,Liechtenstein,amcr,HES-001371,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Litva,Lithuania,amcr,HES-001372,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Lotyšsko,Latvia,amcr,HES-001288,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Lucembursko,Luxembourg,amcr,HES-001289,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Macao,Macao,amcr,HES-001351,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Madagaskar,Madagascar,amcr,HES-001352,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Malajsie,Malaysia,amcr,HES-001327,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Malawi,Malawi,amcr,HES-001310,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Maledivy,Maldives,amcr,HES-001397,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Mali,Mali,amcr,HES-001205,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Man,Isle of Man,amcr,HES-001206,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Maroko,Morocco,amcr,HES-001208,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Marshallovy ostrovy,Marshall Islands (the),amcr,HES-001267,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Martinik,Martinique,amcr,HES-001403,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Mauricius,Mauritius,amcr,HES-001238,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Mauritánie,Mauritania,amcr,HES-001325,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Mayotte,Mayotte,amcr,HES-001389,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Maďarsko,Hungary,amcr,HES-001374,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Menší odlehlé ostrovy USA,United States Minor Outlying Islands (the),amcr,HES-001247,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Mexiko,Mexico,amcr,HES-001210,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Mikronésie,Micronesia (Federated States of),amcr,HES-001211,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Moldavsko,Moldova (the Republic of),amcr,HES-001269,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Monako,Monaco,amcr,HES-001270,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Mongolsko,Mongolia,amcr,HES-001240,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Montserrat,Montserrat,amcr,HES-001241,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Mosambik,Mozambique,amcr,HES-001294,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Myanmar,Myanmar,amcr,HES-001356,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Namibie,Namibia,amcr,HES-001213,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Nauru,Nauru,amcr,HES-001346,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Nepál,Nepal,amcr,HES-001204,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Niger,Niger (the),amcr,HES-001273,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Nigérie,Nigeria,amcr,HES-001274,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Nikaragua,Nicaragua,amcr,HES-001229,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Niue,Niue,amcr,HES-001279,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Nizozemsko,Netherlands (the),amcr,HES-001230,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Norfolk,Norfolk Island,amcr,HES-001231,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Norsko,Norway,amcr,HES-001290,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Nová Kaledonie,New Caledonia,amcr,HES-001263,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Nový Zéland,New Zealand,amcr,HES-001209,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Německo,Germany,amcr,HES-001358,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Omán,Oman,amcr,HES-001223,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Palau,Palau,amcr,HES-001387,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Palestina,"Palestine, State of",amcr,HES-001368,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Panama,Panama,amcr,HES-001369,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Papua Nová Guinea,Papua New Guinea,amcr,HES-001370,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Paraguay,Paraguay,amcr,HES-001363,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Peru,Peru,amcr,HES-001296,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Pitcairn,Pitcairn,amcr,HES-001287,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Pobřeží slonoviny,Côte d'Ivoire,amcr,HES-001226,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Polsko,Poland,amcr,HES-001220,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Portoriko,Puerto Rico,amcr,HES-001221,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Portugalsko,Portugal,amcr,HES-001222,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Pákistán,Pakistan,amcr,HES-001224,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Rakousko,Austria,amcr,HES-001295,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Rovníková Guinea,Equatorial Guinea,amcr,HES-001235,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Rumunsko,Romania,amcr,HES-001236,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Rusko,Russian Federation (the),amcr,HES-001392,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Rwanda,Rwanda,amcr,HES-001393,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Réunion,Réunion,amcr,HES-001303,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Saint Pierre a Miquelon,Saint Pierre and Miquelon,amcr,HES-001280,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Salvador,El Salvador,amcr,HES-001281,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Samoa,Samoa,amcr,HES-001321,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
San Marino,San Marino,amcr,HES-001376,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Saúdská Arábie,Saudi Arabia,amcr,HES-001380,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Senegal,Senegal,amcr,HES-001215,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Severní Makedonie,North Macedonia,amcr,HES-001375,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Severní Mariany,Northern Mariana Islands (the),amcr,HES-001216,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Seychely,Seychelles,amcr,HES-001307,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Sierra Leone,Sierra Leone,amcr,HES-001257,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Singapur,Singapore,amcr,HES-001255,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Slovensko,Slovakia,amcr,HES-001367,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Slovinsko,Slovenia,amcr,HES-001312,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Somálsko,Somalia,amcr,HES-001326,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Spojené arabské emiráty,United Arab Emirates (the),amcr,HES-001322,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Spojené státy,United States of America (the),amcr,HES-001323,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Srbsko,Serbia,amcr,HES-001357,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Středoafrická republika,Central African Republic (the),amcr,HES-001386,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Surinam,Suriname,amcr,HES-001348,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Svatá Helena,"Saint Helena, Ascension and Tristan da Cunha",amcr,HES-001258,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Svatá Lucie,Saint Lucia,amcr,HES-001332,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Svatý Bartoloměj,Saint Barthélemy,amcr,HES-001355,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Svatý Kryštof a Nevis,Saint Kitts and Nevis,amcr,HES-001305,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Svatý Martin (FR),Saint Martin (French part),amcr,HES-001268,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Svatý Martin (NL),Sint Maarten (Dutch part),amcr,HES-001315,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Svatý Tomáš a Princův ostrov,Sao Tome and Principe,amcr,HES-001212,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Svatý Vincenc a Grenadiny,Saint Vincent and the Grenadines,amcr,HES-001378,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Svazijsko,Eswatini,amcr,HES-001388,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Súdán,Sudan (the),amcr,HES-001272,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Sýrie,Syrian Arab Republic,amcr,HES-001379,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Tanzanie,"Tanzania, United Republic of",amcr,HES-001244,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Tchaj-wan,Taiwan (Province of China),amcr,HES-001306,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Thajsko,Thailand,amcr,HES-001341,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Togo,Togo,amcr,HES-001342,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Tokelau,Tokelau,amcr,HES-001406,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Tonga,Tonga,amcr,HES-001407,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Trinidad a Tobago,Trinidad and Tobago,amcr,HES-001408,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Tunisko,Tunisia,amcr,HES-001409,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Turecko,Turkey,amcr,HES-001410,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Turkmenistán,Turkmenistan,amcr,HES-001411,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Turks a Caicos,Turks and Caicos Islands (the),amcr,HES-001412,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Tuvalu,Tuvalu,amcr,HES-001413,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Tádžikistán,Tajikistan,amcr,HES-001390,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Uganda,Uganda,amcr,HES-001414,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Ukrajina,Ukraine,amcr,HES-001415,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Uruguay,Uruguay,amcr,HES-001416,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Uzbekistán,Uzbekistan,amcr,HES-001417,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Vanuatu,Vanuatu,amcr,HES-001419,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Vatikán,Holy See (the),amcr,HES-001420,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Velká Británie,United Kingdom of Great Britain and Northern Ireland (the),amcr,HES-001421,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Venezuela,Venezuela (Bolivarian Republic of),amcr,HES-001422,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Vietnam,Viet Nam,amcr,HES-001423,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Vánoční ostrov,Christmas Island,amcr,HES-001418,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Východní Timor,Timor-Leste,amcr,HES-001424,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Wallis a Futuna,Wallis and Futuna,amcr,HES-001425,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Zambie,Zambia,amcr,HES-001426,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Zimbabwe,Zimbabwe,amcr,HES-001428,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Západní Sahara,Western Sahara,amcr,HES-001427,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
angličtina,English,amcr,HES-000169,jazyk,jazyk,Cultural & Geographic Context,heslar:jazyk,0
francouzština,French,amcr,HES-000170,jazyk,jazyk,Cultural & Geographic Context,heslar:jazyk,0
italština,Italian,amcr,HES-001448,jazyk,jazyk,Cultural & Geographic Context,heslar:jazyk,0
latina,Latin,amcr,HES-000172,jazyk,jazyk,Cultural & Geographic Context,heslar:jazyk,0
nerelevantní,irrelevant,amcr,HES-000174,jazyk,jazyk,Cultural & Geographic Context,heslar:jazyk,0
němčina,German,amcr,HES-000168,jazyk,jazyk,Cultural & Geographic Context,heslar:jazyk,0
ruština,Russian,amcr,HES-000173,jazyk,jazyk,Cultural & Geographic Context,heslar:jazyk,0
slovenština,Slovak,amcr,HES-000171,jazyk,jazyk,Cultural & Geographic Context,heslar:jazyk,0
Ázerbájdžán,Azerbaijan,amcr,HES-001194,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Írán,Iran (Islamic Republic of),amcr,HES-001324,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Čad,Chad,amcr,HES-001405,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Černá Hora,Montenegro,amcr,HES-001248,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Česko,Czechia,amcr,HES-001198,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Čína,China,amcr,HES-001249,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
čeština,Czech,amcr,HES-000167,jazyk,jazyk,Cultural & Geographic Context,heslar:jazyk,0
Řecko,Greece,amcr,HES-001304,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Šalomounovy ostrovy,Solomon Islands,amcr,HES-001311,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Španělsko,Spain,amcr,HES-001300,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Špicberky a Jan Mayen,Svalbard and Jan Mayen,amcr,HES-001253,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Šrí Lanka,Sri Lanka,amcr,HES-001254,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Švédsko,Sweden,amcr,HES-001331,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
Švýcarsko,Switzerland,amcr,HES-001365,zeme,zeme,Cultural & Geographic Context,heslar:zeme,0
(polo)zemnice,pit house,amcr,HES-000497,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
bastion/reduta,bastion/redoubt,amcr,HES-000468,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
bašta,wall tower,amcr,HES-000528,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
brána,gate,amcr,HES-000529,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
budova hospodářská,non-residential building,amcr,HES-000440,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
budova obytná,residential building,amcr,HES-000439,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
budova/stavba,building/structure,amcr,HES-000438,objekt_druh,druh objektu,Feature,heslar:objekt_druh,2
cesta,roads,amcr,HES-000048,areal,druh objektu,Feature,override:amcr:HES-000048,0
chodba,corridor,amcr,HES-000494,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
cisterna,cistern,amcr,HES-000445,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
destrukční vrstva/souvrství,destruction layer/sequence,amcr,HES-000454,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
dláždění,pavement,amcr,HES-000492,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
erozní rýha,gully/ravine,amcr,HES-000471,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
geologická/přirozená vrstva,natural/geological layer,amcr,HES-000455,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
haltýř,spring house,amcr,HES-000478,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
hamr,hammer mill,amcr,HES-000545,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
hať,corduroy road,amcr,HES-000521,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
hliník,clay pit,amcr,HES-000512,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
hradba,defensive wall,amcr,HES-000530,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
hrob,grave,amcr,HES-000427,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
hrob komorový,chamber grave,amcr,HES-000428,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
hrob skříňkový,cist grave,amcr,HES-000429,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
hrobka,tomb,amcr,HES-000430,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
hráz,embankment/dam,amcr,HES-000493,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
inženýrské sítě,utilities,amcr,HES-000515,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
jeskyně/skalní prostor,cave/abri,amcr,HES-000472,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
jáma,pit,amcr,HES-000441,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
jáma kůlová/sloupová,stakehole/posthole,amcr,HES-000442,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
jáma odpadní/jímka,waste pit/cesspit,amcr,HES-000446,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
jáma stavební,construction pit,amcr,HES-000443,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
jáma zásobní,storage pit,amcr,HES-000444,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
kamna,stove,amcr,HES-000422,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
kanalizace,sewer,amcr,HES-000464,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
kaple,chapel,amcr,HES-000020,areal,druh objektu,Feature,override:amcr:HES-000020,0
kašna,fountain,amcr,HES-000479,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
klenba,vaults,amcr,HES-000495,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
kolektor,collector,amcr,HES-000516,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
konstrukční prvek,architectural element,amcr,HES-000491,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
kostel,church,amcr,HES-000021,areal,druh objektu,Feature,override:amcr:HES-000021,0
kostnice,ossuary,amcr,HES-000432,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
kovárna,blacksmith,amcr,HES-000546,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
kovářská výheň,forge,amcr,HES-000557,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
kultovní/sakrální objekt,ritual/sacral feature,amcr,HES-000525,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
křtitelnice,baptismal font,amcr,HES-000499,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
kůl/sloup,stake/post,amcr,HES-000447,objekt_druh,druh objektu,Feature,heslar:objekt_druh,1
lineární převýšený útvar,linear mound,amcr,HES-000538,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
lineární zahloubený útvar,linear depression,amcr,HES-000539,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
loch,larder (cellar),amcr,HES-000487,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
malba/freska,painting/fresco,amcr,HES-000540,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
menhir,menhir,amcr,HES-000500,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
mezní pás,field boundary,amcr,HES-000503,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
mezník/patník,milestone/boundary stone,amcr,HES-000522,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
milíř,charcoal kiln,amcr,HES-000554,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
mlýn,mill,amcr,HES-000028,areal,druh objektu,Feature,override:amcr:HES-000028,0
mohyla,burial mound,amcr,HES-000431,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
most,bridge,amcr,HES-000523,objekt_druh,druh objektu,Feature,heslar:objekt_druh,1
motte,motte,amcr,HES-000531,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
místo těžby,extracting place,amcr,HES-000559,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
místo výroby,production place,amcr,HES-000544,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
místo zpracování,processing place,amcr,HES-000543,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
navážka,backfill,amcr,HES-000457,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
neklidný terén,uneven surface,amcr,HES-000568,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
nespecifikovaný reliéfní útvar,unspecified terrain feature,amcr,HES-000567,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
nika,niche,amcr,HES-000448,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
náhon,millrace,amcr,HES-000513,objekt_druh,druh objektu,Feature,heslar:objekt_druh,1
náhrobek/náhrobní kámen,gravestone,amcr,HES-000433,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
násep,bank,amcr,HES-000456,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
objekt/stopa výroby,production feature/trace,amcr,HES-000578,objekt_druh_kat,druh objektu (kategorie),Feature,heslar:objekt_druh_kat,0
obval,spoil bank,amcr,HES-000561,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
odpadní vrstva/souvrství,waste layer/sequence,amcr,HES-000458,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
ohniště,fireplace,amcr,HES-000423,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
ohradní zeď/plot,wall/fence,amcr,HES-000532,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
ohrazení/fortifikace,enclosure/fortification,amcr,HES-000527,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
oltář,altar,amcr,HES-000501,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
otopná pec,oven,amcr,HES-000424,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
otopné zařízení,heating equipment,amcr,HES-000421,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
palebné postavení,gun emplacement,amcr,HES-000506,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
palisáda,palisade,amcr,HES-000507,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
palác,palace,amcr,HES-000481,objekt_druh,druh objektu,Feature,heslar:objekt_druh,0
