file_id,page,line,original_text,categ,quality_score,model_category,model_keywords_cs,candidate_terms,gold_category,gold_keywords_cs,annotator_note
CTX192601143,6,57,,Empty,0.0,,,,,,
CTX192601143,6,58,•g,Non-text,0.0,,,,,,
CTX192601143,6,59,• 0o,Non-text,0.0,,,,,,
CTX192601143,6,60,(W.,Non-text,0.0,,,,,,
CTX192601143,6,61,doč,Non-text,0.0,,,,,,
CTX192601143,7,1,) í /,Non-text,0.0,,,,,,
CTX192601143,7,2,O-%y/,Trash,0.1436,,,,,,
CTX192601143,7,3,", /",Non-text,0.0,,,,,,
CTX192601143,7,4,": r(l0 Abý A’Alo wo"" /",Trash,0.4389,,,,,,
CTX192601143,7,5,,Empty,0.0,,,,,,
CTX192601143,7,6,yhN 2,Non-text,0.0,,,,,,
CTX192601143,7,7,"N /0r/c A~r/4AGQo ANCa,%o /&",Trash,0.2885,,,,,,
CTX192601143,7,8,ARoogy Cocl č 648A.) « Srnséy • N rrodlo———,Trash,0.4851,,,,,,
CTX192601143,7,9,WLAlor A+ . A o 0 A Alg 2000. //A,Trash,0.5499,,,,,,
CTX192601143,7,10,,Empty,0.0,,,,,,
CTX192601143,7,11,/C .,Non-text,0.0,,,,,,
CTX192601143,7,12,J,Non-text,0.0,,,,,,
CTX192601143,7,13,,Empty,0.0,,,,,,
CTX192601143,7,14,"AM’eR, o""Oieg",Trash,0.4661,,,,,,
CTX192601143,7,15,(/Le (Me,Trash,0.1413,,,,,,
CTX192601143,7,16,,Empty,0.0,,,,,,
CTX192601143,7,17,t,Non-text,0.0,,,,,,
CTX192601143,7,18,0 .,Non-text,0.0,,,,,,
CTX192601143,7,19,,Empty,0.0,,,,,,
CTX192601143,7,20,MV,Non-text,0.0,,,,,,
CTX192601143,7,21,"""Cgley/N o*""",Trash,0.3351,,,,,,
CTX192601143,7,22,At — OV 0d,Trash,0.2284,,,,,,
CTX192601143,7,23,V,Non-text,0.0,,,,,,
CTX192601143,7,24,,Empty,0.0,,,,,,
CTX192601143,7,25,"A goli—i /ANGC,j0&Ao Awliole /ei",Trash,0.5499,,,,,,
CTX192601143,7,26,— 4 fw 2. 02 02 wion ARop—e olnu N 6m,Trash,0.4468,,,,,,
CTX192601143,7,27,Gln4) senlwu~ /*N8 APorc *re.voAšdxo e4002-. ^AJ,Trash,0.3925,,,,,,
CTX192601143,7,28,&0C/70eQ.AMWM(M4oKUMN.TL{ 7,Trash,0.2791,,,,,,
CTX192601143,7,29,,Empty,0.0,,,,,,
CTX192601143,7,30,/w0 ARo Qe,Trash,0.1466,,,,,,
CTX192601143,7,31,(/v-Q,Trash,0.0,,,,,,
CTX192601143,7,32,,Empty,0.0,,,,,,
CTX192601143,7,33,C.,Non-text,0.0,,,,,,
CTX192601143,7,34,,Empty,0.0,,,,,,
CTX192601143,7,35,*op AQC.A /W*~4 peh (rs AR0&. Mit,Trash,0.4976,,,,,,
CTX192601143,7,36,e A Al (oo-M. RWXXcuq Auo y,Trash,0.5351,,,,,,
CTX192601143,7,37,n.. ~neL..,Trash,0.0541,,,,,,
CTX192601143,7,38,"vhMi~o SA ngir ehai—a~—t M (ULOqwAN- , 9i (E22rupo /á7zi",Trash,0.4814,,,,,,
CTX192601143,8,1,e,Non-text,0.0,,,,,,
CTX192601143,8,2,"""č 94 kt ek «doky(ak, eg 8o/erCa< """,Trash,0.3481,,,,,,
CTX192601143,8,3,"ju, v / CA. U A’",Trash,0.4338,,,,,,
CTX192601143,8,4,Uloak.Cl (j/a~o Nyvorow %A Xod2,Trash,0.5499,,,,,,
CTX192601143,8,5,/QnAl zalu m /GRu6 ANC.Cw Au 6 ow,Trash,0.4754,,,,,,
CTX192601143,8,6,"oluc. (82AU""AXAL (C",Trash,0.4265,,,,,,
CTX192601143,8,7,,Empty,0.0,,,,,,
CTX192601143,8,8,kolokohve ANUANL:H 06 01 m Aw A,Trash,0.5499,,,,,,
CTX192601143,8,9,"ta< (SnCoMim, sakic"" J ANe",Trash,0.4392,,,,,,
CTX192601143,8,10,U«al.L.co AoMCkeh‘MLeMi4- Ku,Trash,0.4659,,,,,,
CTX192601143,8,11,,Empty,0.0,,,,,,
CTX192601143,8,12,"‘ V&.a) , CC Vi / $ wue",Trash,0.3541,,,,,,
CTX192601143,8,13,,Empty,0.0,,,,,,
CTX192601143,8,14,Q.,Non-text,0.0,,,,,,
CTX192601143,8,15,A korvn Oh J4A0n.. d /,Trash,0.5168,,,,,,
CTX192601143,8,16,"• 6 ""i ""loa,cla 3 7*4** %w*o 0fI46Ao",Trash,0.4668,,,,,,
CTX192601143,8,17,"UBe ""soo JCuukarlop. nAonon.",Trash,0.486,,,,,,
CTX192601143,8,18,,Empty,0.0,,,,,,
CTX192601143,8,19,/4% /egr) *3Ao &,Trash,0.3833,,,,,,
CTX192601143,8,20,. ( eou) AXiUk 2 /nQ oeed,Trash,0.4159,,,,,,
CTX192601143,8,21,,Empty,0.0,,,,,,
CTX192601143,8,22,"y /""Pee:7 (). -",Non-text,0.0,,,,,,
CTX192601143,8,23,• co Aio Q .o w oa aku /V olu. • oreo,Trash,0.5499,,,,,,
CTX192601143,8,24,j! .A | 0. 00 ( ľ.,Non-text,0.0,,,,,,
CTX192601143,8,25,,Empty,0.0,,,,,,
CTX192601143,8,26,tWU,Non-text,0.0,,,,,,
CTX192601143,8,27,,Empty,0.0,,,,,,
CTX192601143,8,28,26/603 .4 do Aerk/*e.,Trash,0.4566,,,,,,
CTX192601143,8,29,". : &u, Rca v ( ce5.,",Trash,0.4116,,,,,,
CTX192601143,8,30,"X , C /oa(wt A",Non-text,0.0,,,,,,
CTX192601143,8,31,,Empty,0.0,,,,,,
CTX192601143,8,32,MA <,Trash,0.4836,,,,,,
CTX192601143,8,33,A. Alon A.,Clear,0.884,,,,,,
CTX192601143,8,34,L QeAIuw,Trash,0.2066,,,,,,
CTX192601143,8,35,UV..,Trash,0.1447,,,,,,
CTX192601143,8,36,(ODNu50,Trash,0.1502,,,,,,
CTX192601143,8,37,7,Non-text,0.0,,,,,,
CTX192601143,8,38,&G,Non-text,0.0,,,,,,
CTX192601143,8,39,,Empty,0.0,,,,,,
CTX192601143,8,40,"oreAu Avniny,",Trash,0.5499,,,,,,
CTX192601143,8,41,"1 M* ""( 3 ofwi-",Trash,0.3549,,,,,,
CTX192601143,8,42,,Empty,0.0,,,,,,
CTX192601143,8,43,Q olvŮewt,Trash,0.2032,,,,,,
CTX192601143,8,44,"""/wodké Alt lu&nvy A0g4rd (* fVrn),T""",Trash,0.5108,,,,,,
CTX192601143,8,45,yw «— 3 N(ow. AXNCopCa.. atow nfonwsvd (on,Trash,0.5711,,,,,,
CTX192601143,8,46,"JcGyMN A 502 A QxpANG/m (% t A) 0-14 ,""& A",Trash,0.5127,,,,,,
CTX192601143,8,47,,Empty,0.0,,,,,,
CTX192601143,8,48,Y.,Non-text,0.0,,,,,,
CTX192601143,8,49,o,Non-text,0.0,,,,,,
CTX192601143,8,50,fwo .,Trash,0.3009,,,,,,
CTX192601143,9,1,//4/26,Non-text,0.0,,,,,,
CTX192601143,10,1,/0 r,Non-text,0.0,,,,,,
CTX192601143,10,2,,Empty,0.0,,,,,,
CTX192601143,10,3,090 (- /MwNg,Trash,0.0045,,,,,,
CTX192601143,10,4,ACCorcr ô 0030%,Non-text,0.0,,,,,,
CTX192601143,10,5,3 /A3.(7*A(Kot,Trash,0.2679,,,,,,
CTX192601143,10,6,AQ NP N ovOno/,Trash,0.3215,,,,,,
CTX192601143,10,7,"J, i n t -",Trash,0.172,,,,,,
CTX192601143,10,8,,Empty,0.0,,,,,,
CTX192601143,10,9,[VO,Non-text,0.0,,,,,,
CTX192601143,10,10,,Empty,0.0,,,,,,
CTX192601143,10,11,UJou CMirA’ 7vvol,Trash,0.4915,,,,,,
CTX192601143,10,12,"""(TSNJ 0 I """,Trash,0.304,,,,,,
CTX192601143,10,13,/MonANI Nue (C.AA/u /,Trash,0.4404,,,,,,
CTX192601143,10,14,"o , ň I o íl h . j",Trash,0.4709,,,,,,
CTX192601143,10,15,C.,Non-text,0.0,,,,,,
CTX192601143,10,16,"ANBMA /V NX , ak 1 700 /""A*",Trash,0.4663,,,,,,
CTX192601143,10,17,"xn Jeoy. ko Cocoponanéa,rkv /A %4o /30/~",Trash,0.5384,,,,,,
CTX192601143,10,18,Aúibun AeAH HAn 2 CCocopadn(« — & -,Trash,0.4421,,,,,,
CTX192601143,10,19,UWt,Non-text,0.0,,,,,,
CTX192601143,10,20,"/Os* <k^'U dNnrollA.o /NE, ( Nes",Trash,0.3845,,,,,,
CTX192601143,10,21,t A e *wX c0y,Trash,0.4813,,,,,,
CTX192601143,10,22,& Ma G .Ach,Trash,0.2618,,,,,,
CTX192601143,10,23,"/ 0 0""WT 0“ (*070 rvcíU)9^YC",Trash,0.3311,,,,,,
CTX192601143,10,24,"d k, /Mya j-n Alyu ANCCCy.",Trash,0.5499,,,,,,
CTX192601143,10,25,"jroM A& A. , NvCaang A% oolXAh®",Trash,0.4383,,,,,,
CTX192601143,10,26,eoic M M/o‘ M- (2AN MGAuX Rn,Trash,0.4278,,,,,,
CTX192601143,10,27,,Empty,0.0,,,,,,
CTX192601143,10,28,"' ' "" k4že /olonbka,""3 Ege 94%",Trash,0.5372,,,,,,
CTX192601143,10,29,"nonč, mI 47 žn dn A' 1074 484 ""Nik 1726.",Trash,0.6183,,,,,,
CTX192601143,10,30,/N,Non-text,0.0,,,,,,
CTX192601143,10,31,wi~y Ulcak.l’,Trash,0.3297,,,,,,
CTX192601143,10,32,ť G** 2 /—**8,Non-text,0.0,,,,,,
CTX192601143,10,33,"eiMre Amg); (""AC/",Trash,0.485,,,,,,
CTX192601143,10,34,"vof*d ""I m r*ác2,",Trash,0.3962,,,,,,
CTX192601143,10,35,- AaNolewn Fywa. oLríuít,Trash,0.5244,,,,,,
CTX192601143,10,36,"""J“""",Non-text,0.0,,,,,,
CTX192601143,10,37,"3*7 0432/0""”° —N MOFAVA °®N",Non-text,0.0,,,,,,
CTX192601143,10,38,"v(vrrll.3 *o,M&ki Akg2N • ""-2-3",Trash,0.3539,,,,,,
CTX192601143,10,39,,Empty,0.0,,,,,,
CTX192601143,10,40,"( ""ul nmci NC gi AlN",Trash,0.4692,,,,,,
CTX192601143,10,41,", an‘d0/.ocAWuon) z ,",Trash,0.3218,,,,,,
CTX192601143,10,42,t f* /VC (YMW AV0 /WAOR ALOt,Trash,0.4992,,,,,,
CTX192601143,10,43,"AAmd Cvu, /WA. (u . ozuol,.",Trash,0.4637,,,,,,
CTX192601143,10,44,,Empty,0.0,,,,,,
CTX192601143,10,45,A/,Non-text,0.0,,,,,,
CTX192601143,11,1,2742/2%,Non-text,0.0,,,,,,
CTX192601143,11,2,« Rudl Anlore Alúda (~ dkon.,Trash,0.5499,,,,,,
CTX192601143,11,3,,Empty,0.0,,,,,,
CTX192601143,11,4,n.) % Xukao veRo /ekonileu,Trash,0.4778,,,,,,
CTX192601143,11,5,d,Non-text,0.0,,,,,,
CTX192601143,11,6,š AM Nalon (dovk)/ GhowmncAlr A /n,Trash,0.5499,,,,,,
CTX192601143,11,7,"% /i Neku 0e, A‘o{*i Av‘ /ehlu‘",Trash,0.4285,,,,,,
CTX192601143,11,8,"U, ou A. oN 1..,0 a , . '",Non-text,0.0,,,,,,
CTX192601143,11,9,MAOk.,Trash,0.1541,,,,,,
CTX192601143,11,10,1.Alns. (Ahdr T,Trash,0.4782,,,,,,
CTX192601143,11,11,Vutsp - 0i 3,Non-text,0.0,,,,,,
CTX192601143,11,12,"ADew., AendcQ AA(Q",Trash,0.4456,,,,,,
CTX192601143,11,13,/,Non-text,0.0,,,,,,
CTX192601143,11,14,"T, * • 3 ( d4Ny NV 07 "" 07° /s58/ ""3 (",Non-text,0.0,,,,,,
CTX192601143,11,15,Neu,Non-text,0.0,,,,,,
CTX192601143,11,16,,Empty,0.0,,,,,,
CTX192601143,11,17,"‘ ""A*o % ANog n swine( de c7hnori~- dN*4f okvi n* /18322;",Trash,0.4303,,,,,,
CTX192601143,11,18,ó,Non-text,0.0,,,,,,
CTX192601143,11,19,"X,eQ ACQ,7LeQ Qo",Trash,0.3109,,,,,,
CTX192601143,11,20,"Ap4.,M3Gz8."" m folké",Trash,0.4921,,,,,,
CTX192601143,11,21,( oN~ /Adah‘ ~~C A Ga.pon deAorv A,Trash,0.499,,,,,,
CTX192601143,11,22,"NMAc /‘30AA cOWMWieL Purul a 0. qAGUU., M",Trash,0.4742,,,,,,
CTX192601143,11,23,"mi (i A XGAn Q,",Trash,0.5499,,,,,,
CTX192601143,11,24,,Empty,0.0,,,,,,
CTX192601143,11,25,c,Non-text,0.0,,,,,,
CTX192601143,11,26,% (OAI,Trash,0.5979,,,,,,
CTX192601143,11,27,,Empty,0.0,,,,,,
CTX192601143,11,28,ť,Non-text,0.0,,,,,,
CTX192601143,11,29,,Empty,0.0,,,,,,
CTX192601143,11,30,Mal/- NCoUrC o pnfd «,Trash,0.5236,,,,,,
CTX192601143,11,31,,Empty,0.0,,,,,,
CTX192601143,11,32,4,Non-text,0.0,,,,,,
CTX192601143,11,33,,Empty,0.0,,,,,,
CTX192601143,11,34,Nalw . *ol Akkuy AidudAw. Mole Admo,Trash,0.5499,,,,,,
CTX192601143,11,35,70AM ANAo,Trash,0.2634,,,,,,
CTX192601143,11,36,,Empty,0.0,,,,,,
CTX192601143,11,37,/,Non-text,0.0,,,,,,
CTX192601143,11,38,ACMert464. Jigya /eac.,Trash,0.5499,,,,,,
CTX192601143,11,39,v (,Non-text,0.0,,,,,,
CTX192601143,11,40,"DocQ0., wiq‘ n",Trash,0.223,,,,,,
CTX192601143,11,41,wI / 2,Trash,0.2727,,,,,,
CTX192601143,11,42,C/oAt .,Trash,0.1604,,,,,,
CTX192601143,11,43,&oik * Mlu,Trash,0.3145,,,,,,
CTX192601143,11,44,,Empty,0.0,,,,,,
CTX192601143,11,45,"N UX.Ac 4 M0rnš,"" I osA & MtA",Trash,0.4673,,,,,,
CTX192601143,11,46,,Empty,0.0,,,,,,
CTX192601143,11,47,‘ V L C,Non-text,0.0,,,,,,
CTX192601143,11,48,"Aógy ( Aaj- /A), 70r/J? crgA AA rr. /Ano—— P0l4* (~*e",Trash,0.4459,,,,,,
CTX192601143,11,49,,Empty,0.0,,,,,,
CTX192601143,11,50,A. ~ £,Non-text,0.0,,,,,,
CTX192601143,12,1,■ Lue Ne,Trash,0.6088,,,,,,
CTX192601143,12,2,,Empty,0.0,,,,,,
CTX192601143,12,3,NiRac2 NLg A °Add 9,Trash,0.4766,,,,,,
CTX192601143,12,4,"oions "" pMAAAaM 33 /MT",Trash,0.519,,,,,,
CTX192601143,12,5,Alyrý cvod nede % Agrgr oAOrt,Trash,0.5499,,,,,,
CTX192601143,12,6,A./ Jo AOwA,Trash,0.2931,,,,,,
CTX192601143,12,7,,Empty,0.0,,,,,,
CTX192601143,12,8,"( 2C0AuN , 7 Aorz e ,(",Trash,0.4051,,,,,,
CTX192601143,12,9,I Alaolu ko Me~ H M ~ . — 1,Trash,0.4209,,,,,,
CTX192601143,12,10,,Empty,0.0,,,,,,
CTX192601143,12,11,) -U\U,Trash,0.1446,,,,,,
CTX192601143,12,12,,Empty,0.0,,,,,,
CTX192601143,12,13,1,Non-text,0.0,,,,,,
CTX192601143,12,14,,Empty,0.0,,,,,,
CTX192601143,12,15,"eZ-""orA) A*RM 0*4",Trash,0.2869,,,,,,
CTX192601143,12,16,,Empty,0.0,,,,,,
CTX192601143,12,17,"CCuusmi *ocA. ALnGMk,A",Trash,0.3267,,,,,,
CTX192601143,12,18,,Empty,0.0,,,,,,
CTX192601143,12,19,MLJ,Non-text,0.0,,,,,,
CTX192601143,12,20,,Empty,0.0,,,,,,
CTX192601143,12,21,At . O/wvi,Trash,0.3531,,,,,,
CTX192601143,12,22,,Empty,0.0,,,,,,
CTX192601143,12,23,AN(? /core/ entrMvró,Trash,0.5101,,,,,,
CTX192601143,12,24,II,Non-text,0.0,,,,,,
CTX192601143,12,25,)oekl AAOCv2t A,Trash,0.5499,,,,,,
CTX192601143,12,26,", • l 0Deo) I , .",Trash,0.55,,,,,,
CTX192601143,12,27,o eyntce,Trash,0.8,,,,,,
CTX192601143,12,28,Rom,Non-text,0.0,,,,,,
CTX192601143,12,29,dlo n Noema • «,Trash,0.5667,,,,,,
CTX192601143,12,30,,Empty,0.0,,,,,,
CTX192601143,12,31,Me/ S/wl 7o0oe,Trash,0.4161,,,,,,
CTX192601143,12,32,"/né0q 7 04 ( ore.‘ & ""00—U,",Non-text,0.0,,,,,,
CTX192601143,12,33,WAoz. AOGe / Ac /eAacz zryr,Trash,0.4789,,,,,,
CTX192601143,12,34,k A Aoni- 0H 4746 6,Trash,0.5499,,,,,,
CTX192601143,12,35,/AGol.@ Jan 7 /‘e /de (*MN C.,Trash,0.3514,,,,,,
CTX192601143,12,36,,Empty,0.0,,,,,,
CTX192601143,12,37,f V,Non-text,0.0,,,,,,
CTX192601143,12,38,‘/V (920 ( /dA,Non-text,0.0,,,,,,
CTX192601143,12,39,"CLe, - 260. , we j’ AnCs A",Trash,0.4103,,,,,,
CTX193001369,1,1,NĚ KATOVICE,Noisy,0.7392,,,,,,
CTX193001369,1,2,okr. Brandýs n/L.,Trash,0.5499,,,,,,
CTX193001369,1,3,GEC,Non-text,0.0,,,,,,
CTX193001369,1,4,,Empty,0.0,,,,,,
CTX193001369,1,5,"ČSL sTAT""I ARCaACONCCN t., .",Trash,0.4643,,,,,,
CTX193001369,1,6,ŕ : UW Dos & 837mm. i b.,Trash,0.442,,,,,,
CTX193001369,1,7,UJ - Počet pilo’a,Trash,0.5435,,,,,,
CTX193001369,1,8,,Empty,0.0,,,,,,
CTX193001369,1,9,Hroby se zvôncovymi poháry.,Clear,0.8848,,,hrob; pohár,,,
CTX193001369,1,10,,Empty,0.0,,,,,,
CTX193001369,1,11,F,Non-text,0.0,,,,,,
CTX193001369,2,1,A.,Non-text,0.0,,,,,,
CTX193001369,2,2,,Empty,0.0,,,,,,
CTX193001369,2,3,NERATOVICE.,Clear,0.8541,,,,,,
CTX193001369,2,4,okr. Brandýs n/L. GEC,Noisy,0.7265,,,,,,
CTX193001369,2,5,,Empty,0.0,,,,,,
CTX193001369,2,6,Hrobyse zvoncovými poháry,Clear,0.9609,,,pohár,,,
CTX193001369,2,7,,Empty,0.0,,,,,,
CTX193001369,2,8,"Na levém břehu Labe v Neratovicích, v pískovně továrny GEC roz-",Clear,0.9478,,,pískovna,,,
CTX193001369,2,9,"kládalose větší pohřebiště se zvoncovými poháry, jež bylo v r.1928",Clear,0.9396,,,pohřebiště; pohár,,,
CTX193001369,2,10,prozkoumáno St.A.0. *ot> 8y A*- * “7 -,Noisy,0.55,,,,,,
CTX193001369,2,11,' w.,Non-text,0.0,,,,,,
CTX193001369,2,12,"Hrob 1. / 20•A. 1928. / Poloha milodarů nemohla býti zjištěna,",Clear,0.8,,,hrob,,,
CTX193001369,2,13,"nebot obsah hrobu / 4 nádoby, nátepní destička a bronzová dýč-",Noisy,0.7999,,,hrob; nádoba,,,
CTX193001369,2,14,"ka / byl vybrán teprve způdy, zřícené následkem trvalých dešťů.",Clear,0.894,,,,,,
CTX193001369,2,15,"Nádoba 1. Zvoncový pohár s plochým dnem, tmavě Červený, na nezdobených",Clear,0.9314,,,nádoba; pohár,,,
CTX193001369,2,16,"částechvně jší strany jemně leštěný. VtlaČovaná výzdoba, nesoucí dosud",Clear,0.9249,,,,,,
CTX193001369,2,17,"stopy bé inkrustace, pokrývá v sedmi vodorovných pruzích celý povrch",Clear,0.9355,,,povrch,,,
CTX193001369,2,18,", poháru. Rozměry : v - 185""mm, pr. okraje - 20 mm, pr. dna - 80 mm.",Noisy,0.602,,,pohár,,,
CTX193001369,2,19,"Tb.I.,1. ; V., 4. č.neg420.",Noisy,0.55,,,,,,
CTX193001369,2,20,"Nádoba 2* Zvoncový pohár se zakulaceným, uprostřed promáčknutým dnem,",Clear,0.9156,,,nádoba; pohár,,,
CTX193001369,2,21,"tmavě červený, na nezdobených částech vnější strany hlazený. Výzdoba",Clear,0.9738,,,,,,
CTX193001369,2,22,"v některých místech silně bíle inkrustovaná, tvoří 5 vodorovných pruhů,",Clear,0.937,,,,,,
CTX193001369,2,23,pokrývajících ce_lý povrch nádoby až k proláklině ve dnu. Rozměry: v -,Clear,0.886,,,povrch; nádoba,,,
CTX193001369,2,24,"145 mm, pr. okraje - 167 mm, pr. dna - 57 mm. - •",Trash,0.4927,,,,,,
CTX193001369,2,25,"Tb.I. ,2. ; V.,2. č. neg. 421.",Noisy,0.55,,,,,,
CTX193001369,2,26,"Nádoba 3. Vysoký, mékce profilovaný pohár, hrubě hnětený ze žlutoše-",Clear,0.9207,,,nádoba; pohár,,,
CTX193001369,2,27,"dé hlíny. Rozměry ; v- 144 mm, pr. okraje - 125 mm, pr. dna 65mm:",Noisy,0.6153,,,hlína,,,
CTX193001369,2,28,"■Tb.I., 3. -C.neg.-421. '",Trash,0.3171,,,,,,
CTX193001369,2,29,"Nádoba 4. Široká mísa s, rovně seříznutým okrajem, přiněmž těsn"" umístS-",Clear,0.882,,,nádoba; mísa,,,
CTX193001369,2,30,no tunelovité ouško. Mísa spočívá na čtyřech nízkých nožkách. Roz/,Clear,0.9264,,,mísa,,,
CTX193001369,2,31,"měry : V - 78mm, pr. okraje - 282mm, v. nožek - 12mm. *",Noisy,0.6549,,,,,,
CTX193001369,2,32,"Tb. I., č. 4. ; 3, neg: 422,",Trash,0.4222,,,,,,
CTX193001369,2,33,"5 / Bronzová, dýčka trojúhelníkovitá, s řapem, jehož okraje jsou",Noisy,0.7999,,,,,,
CTX193001369,2,34,"mírně zvýšeny zvláště na jedné straně, jež je hladká, kdežto na druhé,",Clear,0.9709,,,,,,
CTX193001369,2,35,drsnější straně zvýšení není tak patrno. Hrot čepele chybí. Zachovaná,Clear,0.9647,,,hrot,,,
CTX193001369,3,1,"délka - 64mm, nejv. šířka - 35 mm’. • .",Noisy,0.6121,,,,,,
CTX193001369,3,2,"Tb. I. ,5. č,neg.423. . . ' •",Trash,0.3407,,,,,,
CTX193001369,3,3,"6/ Nátepní desička vybroušená ze šedočernéno vrstevnatého kamene,",Clear,0.9133,,,kámen,,,
CTX193001369,3,4,"mírně prohnutá podél delší osy, se čtyřmi otvory v rozích. Na vnější",Clear,0.9727,,,roh,,,
CTX193001369,3,5,straně destičkyi j sou zřetelně patrny * 2 9. .,Noisy,0.7367,,,,,,
CTX193001369,3,6,", , pričné ryhy, způsobené zpětným",Clear,0.8186,,,,,,
CTX193001369,3,7,"odrazem tětivy luku. Rozměry : d - 114mm/ při okrajích 111 mm/ , š -",Clear,0.8,,,luk,,,
CTX193001369,3,8,33 mm. - . ' .,Non-text,0.0,,,,,,
CTX193001369,3,9,"Tb.1.,6. č.neg423. j 1 "" ■ •",Trash,0.2522,,,,,,
CTX193001369,3,10,Hrob 1. získal p. Ševčík - viz č.j. 559/29. Aacu. .,Noisy,0.6938,,,hrob,,,
CTX193001369,3,11,Aie 27 “73 -C,Non-text,0.0,,,,,,
CTX193001369,3,12,"Hrob 2. / 26.1X.1928 ./ Kostra, jejíž lebka byla promáčknuta,",Clear,0.8,,,hrob; kostra,,,
CTX193001369,3,13,"spočívala na pravém boku, ve skrčený poloze.. Spodní čelist ležela pod",Clear,0.9652,,,,,,
CTX193001369,3,14,"lebkou. Milodary nenaleženy žádné.’ č.neg. 451,452. Tb. XIV.",Noisy,0.7321,,,,,,
CTX193001369,3,15,Kopal p. Ševčík - viz č.j. 560 /29. . - - -,Noisy,0.5514,,,,,,
CTX193001369,3,16,. 2 . .,Non-text,0.0,,,,,,
CTX193001369,3,17,■ ■ • .. ' . ..,Non-text,0.0,,,,,,
CTX193001369,3,18,|H r o b 3. / 1.x.1928. / . Poloha kostry a milodarů nemohla býti,Noisy,0.6897,,,kostra,,,
CTX193001369,3,19,"zjištěna, poněvadž, hrob byl nalezen ve zřícené půdě. . ‘",Clear,0.871,,,hrob,,,
CTX193001369,3,20,"Nádoba 1. Nízký, široký džbánek se slabě sevřeným, nezřetelně odsazeným",Clear,0.9294,,,nádoba,,,
CTX193001369,3,21,"hrdlem, jež jest překlenuto páskovým uchem. V největším objemu",Clear,0.9707,,,,,,
CTX193001369,3,22,břicha jest zaoblený lom. Vyroben jest z jemné tmavěšedé hlíny.,Clear,0.9623,,,lom; hlína,,,
CTX193001369,3,23,"Rozměry ; v - 88mm, pr. okraje - 76mm, v.hrdla - 33mm,pr .dna45mm.",Noisy,0.6471,,,,,,
CTX193001369,3,24,"Tb.II.,1. Č.neg. 424.",Noisy,0.55,,,,,,
CTX193001369,3,25,"Kepel P.r šedstzei, b 565/29 . _",Noisy,0.5645,,,,,,
CTX193001369,3,26,"Nádoba 2. polokulovitá mísa s rovně.šeřížnutým , nepatrně rozšířeným",Clear,0.8877,,,nádoba; mísa,,,
CTX193001369,3,27,"okrajem. Povrch žlutošedý, místy slabě lesklý. Rozměry : pr. - 230mm,",Clear,0.8007,,,povrch,,,
CTX193001369,3,28,"v.- 98mm, š.okraje - 13 mm.",Noisy,0.55,,,,,,
CTX193001369,3,29,"Tb.II. ,8. č.neg.424.",Noisy,0.55,,,,,,
CTX193001369,3,30,Hrob 2. získal p. Ševčík - viz č.j,Noisy,0.7353,,,hrob,,,
CTX193001369,3,31,560/29.,Non-text,0.0,,,,,,
CTX193001369,3,32,,Empty,0.0,,,,,,
CTX193001369,3,33,"Hrob 4. Kostra, spočívající ve skrčené poloze na levém boku, obličejem",Clear,0.9356,,,hrob; kostra,,,
CTX193001369,3,34,"k východu, byla velmi setlelá, pouze lebka byla poněkud lépe uchována.",Clear,0.9679,,,,,,
CTX193001369,3,35,"U nohou kostry ležely dva zdobené zvoncové poháry, z nichž",Clear,0.9668,,,kostra; pohár,,,
CTX193001369,3,36,větší spolu s malým džbánkem byly přikryty mísou. Po levé straně pánve,Clear,0.9824,,,mísa; pánev,,,
CTX193001369,3,37,"směrem k míse, byly dva pazourky. 8.neg.453-156. Tb.XV. .",Noisy,0.7941,,,mísa; pazourek,,,
CTX193001369,4,1,"Nádoba 1. Zvoncový'pohár s plochým dnem, tmavěčervený, místy světlejší .",Clear,0.8832,,,nádoba; pohár,,,
CTX193001369,4,2,"t , •",Non-text,0.0,,,,,,
CTX193001369,4,3,"na vnější straně jemně leštěný-,- pokrytý čtyřmi pruhy v tlač ovane výzdoby",Clear,0.9663,,,,,,
CTX193001369,4,4,"se zcela nepatrnými stopami bílé inkrustace. Rozměry : v- 112mm, pr. okr",Clear,0.8237,,,,,,
CTX193001369,4,5,"je - 125mm, pr.dna - 53mm.. - ■ .",Trash,0.4398,,,,,,
CTX193001369,4,6,"Tb.III.,1.; V,3. . :_neg.425,426. . ■' /",Trash,0.3605,,,,,,
CTX193001369,4,7,"Nádoba 2. Menší zvoncový pohár se zakulaceným, uprostřed promáčknutým .",Clear,0.8975,,,nádoba; pohár,,,
CTX193001369,4,8,"dnem, zdobený pěti pruhy jednoduchévtlačované výzdoby. Barva' šedožlutá, mj",Clear,0.9043,,,,,,
CTX193001369,4,9,"místy načervonalá, povrch lesklý,avšak z,větší části odřený. Rozměry;",Clear,0.9467,,,povrch,,,
CTX193001369,4,10,"v - 95mm, pr.okraje - 111mm, . *. - 5 . ■",Trash,0.4316,,,,,,
CTX193001369,4,11,"Tb. 1II.;2./ v.,4. ' ..425,126, 1.. •",Trash,0.352,,,,,,
CTX193001369,4,12,"Nádoba 4.ovitá mísa š vyznačeným dnem a značně rozšířeným, se-",Clear,0.8762,,,nádoba; mísa,,,
